DATE,CNY,EUR,USD
2025-09-26,-0.002053834613556682,-5.0302270155122564e-05,-0.00018510446253761081
2025-09-25,-0.0010224386354524828,-8.356103855522434e-05,-0.0005768302737698683
2025-09-24,2.6251275909938698e-05,-0.00010094779879943339,-0.00010655651990543191
2025-09-23,0.0008121834788719084,-0.00011114990195071339,0.0005373576235441213
2025-09-22,0.0013313311797400473,-5.721360133148501e-05,5.126589483817057e-05
2025-09-21,0.0015610168183437523,6.133585199941116e-05,-0.0001283065893147306
2025-09-20,0.001400211078038227,0.0001552839634055836,4.4785552756332336e-05
2025-09-19,0.0009360960685682596,0.00018167543502589645,0.00010932784418127284
2025-09-18,0.0003490428101304843,0.00012640372872052552,-0.00014062683707494195
2025-09-17,-0.000291590699068478,6.960606198758157e-06,-4.981844615603581e-05
2025-09-16,-0.0009127753110499404,-0.00010075158342714996,0.0005651297087148066
2025-09-15,-0.0013944766762952199,-0.00010243930533782031,9.515241911350891e-05
2025-09-14,-0.001676878324033182,-2.5219475547899606e-05,-0.0003522911476608881
2025-09-13,-0.0017231589382628032,4.9077392347385285e-05,-0.00039992090792073665
2025-09-12,-0.0014131937304165954,6.093985175392724e-05,0.00027780880214334225
2025-09-11,-0.0006390777553484384,-1.2777996590496166e-05,0.00020513871767979808
2025-09-10,0.0005741363878146721,-0.00011735449128669195,-0.00018987200939690752
2025-09-09,0.0019742972400926817,-0.00017530511202112908,-0.00015070042743847711
2025-09-08,0.0031310382874507603,-0.00014864910327350156,-5.911389990831406e-05
2025-09-07,0.003692721910091512,-8.180318482042814e-05,9.584622880076665e-05
2025-09-06,0.003517340358370147,2.824237332088586e-05,-0.0001546540464668622
2025-09-05,0.0025657702583443687,0.00015531543490610034,0.00043390444267354944
2025-09-04,0.0009566958237257062,0.00022396485772602226,0.0002883642781832396
2025-09-03,-0.000885813858590101,0.0002117063534874397,-9.263776548840141e-05
2025-09-02,-0.0024598349412057186,0.00012633259727978796,-0.0003861247034835369
2025-09-01,-0.003405149730659196,-4.190491326894197e-05,0.00011642091030106272
2025-08-31,-0.0034695442629727458,-0.00023658843650142813,0.00047013648301441613
2025-08-30,-0.002598606076711807,-0.0002998838033748674,-0.00013454525044465093
2025-08-29,-0.0011307990950253366,-0.00020344323218757232,-0.00019518498030990372
2025-08-28,0.0004203873708699124,-4.843784338259827e-05,-0.0002561884183492902
2025-08-27,0.0016856910348344023,7.275943510398619e-05,9.658372566834217e-05
2025-08-26,0.002432713796022501,0.00010927630010226785,-0.00015643828001843385
2025-08-25,0.0025387145525437305,3.809649963004702e-05,0.00016789350991408547
2025-08-24,0.0020563511476476837,-5.0560876505789665e-05,8.093053007929285e-05
2025-08-23,0.001146896280179499,-4.8861068254857365e-05,-2.6256387578804663e-05
2025-08-22,-1.7568952648816527e-05,3.2640036329745215e-05,-0.0001271775960859367
2025-08-21,-0.0012066899928520058,0.0001346130506532095,-0.00013496044959437903
2025-08-20,-0.0021965301689441663,0.00021102271780226722,0.0003917661049817056
2025-08-19,-0.0028620446765174057,0.00022546461636596682,-2.0990114347196887e-05
2025-08-18,-0.0031023668873165766,0.0001534051758167454,-7.977910372514163e-05
2025-08-17,-0.002815225268849808,4.589278126321261e-05,-0.00048695943244048134
2025-08-16,-0.0020019271676855466,-8.76842817864043e-05,-4.7047702024793914e-05
2025-08-15,-0.0007210309184350061,-0.00023685016671370906,-1.5337027878481457e-05
2025-08-14,0.0009305895584945656,-0.0003010386682874566,0.00020215583774496615
2025-08-13,0.002627074663618334,-0.00020503828225293397,0.00014720631261200268
2025-08-12,0.0038594480359694927,-8.347261666763472e-06,-0.00021457464921381675
2025-08-11,0.0042541158293905035,0.00017902515861445423,-0.0001396439588364773
2025-08-10,0.0036874684669627733,0.00027369145102551506,-0.00027216400560958753
2025-08-09,0.002219852288334323,0.00018228077208193305,0.0004945467606869425
2025-08-08,0.00018310504245477865,-3.713968519580835e-05,0.0001844349350570429
2025-08-07,-0.001881366041569077,-0.00018627621924083293,0.00013004540994554503
2025-08-06,-0.0034450909988079648,-0.00016370253384911937,-0.00035681374820251133
2025-08-05,-0.004108534882062531,-3.578951446259193e-05,-0.00016056630296279462
2025-08-04,-0.0036921641346724376,0.00010868837018018773,-3.0558459296670115e-05
2025-08-03,-0.002345369179887591,0.00018548653985184238,9.726707994817119e-05
2025-08-02,-0.00045609059761320125,0.00014299791338867607,0.00030685953988163206
2025-08-01,0.0014934855136834457,4.52178956837912e-05,-0.0002873175793089988
2025-07-31,0.0029729602380408338,-1.8654818314201016e-05,-0.00021150088346433282
2025-07-30,0.0036432108726525136,-4.4491154278514244e-05,-0.00044021478063904773
2025-07-29,0.0034966660322457432,-5.1977889546916956e-05,0.00031055035794835817
2025-07-28,0.00264816303691795,7.238490127292607e-07,9.525985960423533e-05
2025-07-27,0.0012170017362604924,0.00010201743657289875,0.0002536494629461483
2025-07-26,-0.0004851564473963288,0.00020925748543176859,-0.00012465084024948503
2025-07-25,-0.0020716634981140514,0.00027650573963899916,-0.0004399688314424832
2025-07-24,-0.0033414108844092016,0.0002078821465094638,-0.00016227634341325903
2025-07-23,-0.004146881845822903,-4.131838698018253e-05,8.688276210899737e-05
2025-07-22,-0.004272250458493887,-0.00032150020580146155,0.000651541652879617
2025-07-21,-0.003634360155226779,-0.00041379885978820585,-7.899030761604475e-05
2025-07-20,-0.0023662005194642344,-0.0002803346391773154,-8.094052836404853e-05
2025-07-19,-0.0006187514006894546,-1.1216599721475262e-05,-0.00048247535395329333
2025-07-18,0.0013946410482934546,0.0002377203809773576,0.0002119187634577191
2025-07-17,0.00327164591790452,0.000292315290821632,0.0002687461905441779
2025-07-16,0.004509714245439556,0.00013922907421681785,0.00026691835392389507
2025-07-15,0.004758861306685569,-4.4281741382046214e-05,4.000625363875798e-06
2025-07-14,0.003944611554850486,-0.00013090642493518434,-0.0004615856457996781
2025-07-13,0.002250298688860397,-0.0001305552199718507,-0.00013389800418051045
2025-07-12,6.406496306654574e-05,-8.032022965620556e-05,-0.00015386554245311324
2025-07-11,-0.0020813677391009477,-2.6030315378511304e-05,0.0007398781363980866
2025-07-10,-0.003577485212349907,-1.3363138700039912e-06,0.0002605376616402477
2025-07-09,-0.004031053186546174,1.3947970561867251e-05,1.1083769227759888e-05
2025-07-08,-0.003408118667514781,3.090364427449366e-05,-0.0006925003942082064
2025-07-07,-0.001900101520328712,-2.9260161955368957e-05,-0.00012892636811467906
2025-07-06,0.00016521448489892343,-0.00017614242685115578,0.00028730469467097564
2025-07-05,0.0022028725763678647,-0.00028823599487659557,0.0002562084794472952
2025-07-04,0.003614511401567322,-0.0002613698965197031,0.0002804919557710672
2025-07-03,0.004198065599859913,-6.957324450584945e-05,-0.0004698471532077475
2025-07-02,0.003988629370668351,0.0002110175243321688,-0.00036836392998573775
2025-07-01,0.00300264265803607,0.00038141825352022707,-0.0006344971002488764
2025-06-30,0.0014191850140319318,0.0002731046795563241,0.0005906621024465153
2025-06-29,-0.0003167245337225566,-1.6983487122423924e-05,0.0005667353299385613
2025-06-28,-0.001884621532966757,-0.00025087502860732247,0.00025286725384598974
2025-06-27,-0.00314209120730069,-0.0003017216443498283,-0.0004915597261466731
2025-06-26,-0.003901317900676049,-0.0001701294809156595,-0.00033207518688460613
2025-06-25,-0.003982117933122309,4.838421619512978e-05,0.00027214846583523133
2025-06-24,-0.0034136639899426946,0.00019477118268107496,0.00035890785404935066
2025-06-23,-0.0023561193734150665,0.0002084227160052965,0.0007650557137470759
2025-06-22,-0.0009324943336365132,0.00017677860714937488,-0.00017166952340952335
2025-06-21,0.0006823575710792618,0.0001529438432139596,-0.00024182245509929423
2025-06-20,0.0021613778141176265,0.00011202658118159015,-0.0008186291879336283
2025-06-19,0.003059705578422278,4.196647844678658e-05,2.885538263353027e-05
2025-06-18,0.0031303498316419542,-2.6844458667518722e-05,0.00035746842364670073
2025-06-17,0.0024108374826234957,-4.438606621681718e-05,0.00041306802467677706
2025-06-16,0.0010709756065119258,3.9765259103763384e-05,-0.000270363069711288
2025-06-15,-0.0005983803101442531,0.0001788642653901551,-0.0007849416598698644
2025-06-14,-0.002067356047541713,0.0002136132301806537,-2.9048394164510327e-06
2025-06-13,-0.0028387353081712474,7.179457691020019e-05,0.00018444817662111035
2025-06-12,-0.0028051043724903746,-0.0001470499957451077,0.0008734967709065344
2025-06-11,-0.0020301898120923534,-0.0002791192874461723,0.00015304874540644775
2025-06-10,-0.0006037610624262113,-0.00021051348501610612,0.00012749448342286307
2025-06-09,0.0011416500130843055,5.783121204805397e-05,-0.0007692993030982143
2025-06-08,0.002619486189444853,0.0003393618715572533,-0.00039941100612195246
2025-06-07,0.003490527479520056,0.00042265400970986633,0.0003064192369934826
2025-06-06,0.0037567464132322037,0.00031031561520267203,0.0004950793910485363
2025-06-05,0.0034557942497814853,0.00014250961040818133,8.513545347210716e-05
2025-06-04,0.0026606502229478135,1.5806773539850383e-05,-0.0008453992394167331
2025-06-03,0.0016356583487004972,-3.986381850551446e-05,-0.00019215417892193276
2025-06-02,0.0006662446601637395,-2.8600774830245257e-05,-0.00018343461489123136
2025-06-01,-0.00019671951123689801,-7.247707173863027e-06,0.0006435997248810388
2025-05-31,-0.0009454038423598599,8.334932720455157e-06,0.000305160572689811
2025-05-30,-0.0014888685848475358,6.016008995812783e-05,0.000323052983136618
2025-05-29,-0.0017428215023467253,0.00013631268417824138,-0.0005435102908681877
2025-05-28,-0.0017815931651266048,0.00015975866820427953,-0.0005740869720624042
2025-05-27,-0.0016925236226167373,7.878404509575887e-05,0.0001818852842636609
2025-05-26,-0.001426030339989226,-7.724422929833441e-05,0.0003457965006730124
2025-05-25,-0.0009329296324188663,-0.00020151941400337048,0.0005005143623582065
2025-05-24,-0.0003607700429199001,-0.0001822208583146523,-0.0006492536115343395
2025-05-23,6.836734897852637e-05,-5.309963325295097e-05,-0.0004483150340143238
2025-05-22,0.0003216079623309387,3.02440128772119e-05,-0.0004908377668788599
2025-05-21,0.0003461904687640516,-3.796385411836134e-05,0.0005550442620403384
2025-05-20,1.340775502045588e-05,-0.00021274185486996888,0.00041383000721872953
2025-05-19,-0.0005924965368985236,-0.0003835907295842711,0.0004383921319464079
2025-05-18,-0.0011380932554450052,-0.00042636434152842906,-1.1197152319675219e-05
2025-05-17,-0.0014721280892873168,-0.00028243670443406366,-0.0006258138924700729
2025-05-16,-0.0016170209801232849,-6.446690697381463e-05,3.8548514931457944e-05
2025-05-15,-0.0014717462181298435,8.050660815350774e-05,0.00034236469745452247
2025-05-14,-0.0009911130568222015,0.0001281533220440778,0.0009233976840916647
2025-05-13,-0.0003770169055299366,0.00014799819974053996,-0.00038556525014499243
2025-05-12,0.0001294108326794774,0.0001608886467312498,-0.0004693624245750705
2025-05-11,0.0005046217580610968,0.00015188835835200365,-0.0005702252779586914
2025-05-10,0.0007669238266956313,0.00010811341450955858,0.00017266497164247774
2025-05-09,0.0009134521780709282,2.8192182430553103e-05,0.0003156547670950527
2025-05-08,0.0010136764006360988,-4.195221892966394e-05,0.000319670593917909
2025-05-07,0.001239667078289708,-4.8969713986823926e-05,0.00017922612319365427
2025-05-06,0.001666233697655617,-8.635152575209304e-07,-0.0008178972288297448
2025-05-05,0.002145825161255832,3.872040914609798e-05,-0.0003138156867177333
2025-05-04,0.002468821808930377,5.348459221732327e-06,3.169316780127218e-05
2025-05-03,0.002491411081414041,-0.00010564876334662188,0.0011040362564747053
2025-05-02,0.002113005226684006,-0.0001810992582951254,0.00017286484416878523
2025-05-01,0.0012376781704992457,-0.00011007328435908015,-0.0002432416800562942
2025-04-30,5.850347357672092e-05,7.683165310412576e-05,-0.0006146787789806929
2025-04-29,-0.0009704672459034391,0.00023400281182195393,-0.00022825139582838272
2025-04-28,-0.00151790525111406,0.0002794274448347789,0.0003965696167012034
2025-04-27,-0.001542765658812284,0.0002281299118751523,0.0003048077529228532
2025-04-26,-0.0010576919697746767,0.00013158356091258483,0.0003949753923651045
2025-04-25,-0.00014965099317743036,8.011045319333832e-05,-0.0006228297941605065
2025-04-24,0.0007907632323636005,0.00012157416831315437,-0.00040679481101169035
2025-04-23,0.001336079901451459,0.0001980537365544599,-0.0004810986623461355
2025-04-22,0.0013296080968014934,0.000208832336080933,0.0007959467376383866
2025-04-21,0.0008216920396917349,0.00016632937293881156,0.0005771208883122991
2025-04-20,-8.51583436383141e-05,0.00013692039855883742,-0.00018058399360820765
2025-04-19,-0.0010813768409306812,0.00013110703048946348,-0.000505195590509544
2025-04-18,-0.001775616944501901,0.00011164456122036981,-0.0003116290802800403
2025-04-17,-0.0020121374725780017,4.540213651793579e-05,0.00043403558389631947
2025-04-16,-0.0019206247334334625,-4.531636655824567e-05,0.00023210736185896863
2025-04-15,-0.0017048979336957704,-9.743185587540726e-05,0.0007245648779798941
2025-04-14,-0.0014566768478184722,-6.893972461219366e-05,-0.00019159636402921176
2025-04-13,-0.0011775782080359898,1.5261272710009877e-05,-0.000448364183174621
2025-04-12,-0.000828098685604628,9.096211070924731e-05,-0.000759908319717506
2025-04-11,-0.0003777797894223278,7.542611359201423e-05,0.0003543217615653571
2025-04-10,0.00024107164923314883,-5.1369715853177844e-05,0.0007891709333875951
2025-04-09,0.0009814968128616375,-0.00017280230150129583,-6.991326637351136e-05
2025-04-08,0.0016463126893091484,-0.0001512419074978233,-0.0006233596055436053
2025-04-07,0.0020393453493159353,-2.7307595743097934e-05,-0.0008919702009958508
2025-04-06,0.0020292261967245206,6.279188743318898e-05,0.0001522595839857921
2025-04-05,0.001467816735734262,5.386835461251849e-05,0.00013758452648038322
2025-04-04,0.00034370909547054573,-3.9946350266273356e-05,0.0006802461687049899
2025-04-03,-0.0009429993167739958,-0.0001728942820774515,9.53534903262998e-05
2025-04-02,-0.0018243618818717389,-0.00027202738699005913,-0.00030021721293682635
2025-04-01,-0.00195657774016722,-0.0002661568467762221,-0.0006704209010300888
2025-03-31,-0.0013375970193887365,-0.0002084943688265284,-8.0509667601536e-06
