DATE,CNY,EUR,USD
2024-09-25,-0.0037798814956071514,-0.007909315753225954,-0.00363196125907983
2024-09-24,0.0004769692014172655,0.0036888337242440006,-0.0024154589371980784
2024-09-23,0.0024076635418266434,0.00017610380123311842,0.002421307506053294
2024-09-22,0.0011967243943720174,8.91469075807727e-05,0.00121212121212122
2024-09-21,0.0011981582595896878,8.915485546046042e-05,0.0012135922330096527
2024-09-20,-0.00013691362461709655,-0.0023321452047840863,-0.002421307506053183
2024-09-19,-0.0013501965475987143,0.0004753326243136513,-0.0033783783783783994
2024-09-18,0.001437716085304519,0.0002084084110161033,-0.00024125452352241616
2024-09-17,0.0002396767787440357,-0.0014653920357243777,0.00024131274131278246
2024-09-16,0.0013199622867918759,0.003851677764721284,0.0013289839313761487
2024-09-15,0.0006689995883080169,0.001927370403962847,0.0006649338088615675
2024-09-14,0.000669447448375271,0.0019332810510059861,0.0006653762400194996
2024-09-13,0.008936457629760586,0.005778429102190286,0.005596107055960919
2024-09-12,0.002709038812190645,0.008173644537280866,0.0024390243902439046
2024-09-11,-0.002528970570404243,-0.0033996260411355284,-0.002675747993189037
2024-09-10,-0.0007096863532506381,-0.0011157736434859178,0.0002433090024329676
2024-09-09,0.0007448596026260468,0.00022276332389359332,0.0024390243902439046
2024-09-08,0.00036390101892269655,0.00011029103598558798,0.0012210012210012167
2024-09-07,0.0003640334910812726,0.00011250951367203221,0.0012224938875307068
2024-09-06,-0.0018686737607058745,-0.004862681390090162,-0.0024390243902439046
2024-09-05,-0.0017100217639133275,-0.001856003085303759,-0.004371053909664857
2024-09-04,-0.001672673345864073,0.0006161253826117985,-0.0029055690072639084
2024-09-03,0.0021601631355199213,0.0001600866660964595,0.002694894267887049
2024-09-02,0.00043221935996973215,0.003384199003223509,0.0022995778023824354
2024-09-01,0.0002248045929307274,0.001694967555367466,0.0011523319495605477
2024-08-31,0.00020755500207547684,0.0016978453481464317,0.0011512195121949897
2024-08-30,-0.0012782864052512943,-0.004892849453152048,-0.0021903139449989117
2024-08-29,0.002094548979556299,-0.005801533387213009,-0.0019431624969638017
2024-08-28,-0.0024003591904399046,-0.007892478524310298,-0.0021812893843915493
2024-08-27,-0.0025148999207633693,-0.00011917479041478884,-0.002176541717049618
2024-08-26,0.0017773636347948596,0.0002752611730028054,0.001574421702797757
