DATE,CNY,EUR,USD
2012-01-19,0.000000,-0.002975,-0.000809
2012-01-20,0.000000,-0.002975,-0.000809
2012-01-21,0.000000,0.003812,0.000062
2012-01-22,0.000000,0.001899,0.000031
2012-01-23,0.000000,0.001895,0.000031
2012-01-24,0.000000,-0.000726,-0.000124
2012-01-25,0.000000,0.006635,0.000000
2012-01-26,0.000000,-0.000114,0.000498
2012-01-27,0.000000,0.009479,-0.000249
2012-01-28,0.000000,-0.003660,-0.000187
2012-01-29,0.000000,-0.001837,-0.000093
2012-01-30,0.000000,-0.001840,-0.000093
2012-01-31,0.000000,-0.005128,-0.000560
2012-02-01,0.000000,0.007879,0.001520
2012-02-02,0.000000,-0.000813,0.000100
2012-02-03,0.000000,-0.000482,-0.000249
2012-02-04,0.000000,-0.001046,-0.000342
2012-02-05,0.000000,-0.000523,-0.000171
2012-02-06,0.000000,-0.000524,-0.000171
2012-02-07,0.000000,0.010025,-0.000373
2012-02-08,0.000000,-0.000319,0.000062
2012-02-09,0.000000,0.001954,-0.000274
2012-02-10,0.000000,-0.007997,-0.000100
2012-02-11,0.000000,0.000756,0.000280
2012-02-12,0.000000,0.000378,0.000140
2012-02-13,0.000000,0.000378,0.000140
2012-02-14,0.000000,-0.005945,-0.000187
2012-02-15,0.000000,-0.004405,-0.000560
2012-02-16,0.000000,0.004910,-0.000249
2012-02-17,0.000000,0.001414,0.000137
2012-02-18,0.000000,0.002857,-0.000567
2012-02-19,0.000000,0.001424,-0.000284
2012-02-20,0.000000,0.001422,-0.000284
2012-02-21,0.000000,-0.001046,-0.000749
2012-02-22,0.000000,0.000547,0.000062
2012-02-23,0.000000,0.009313,-0.000312
2012-02-24,0.000000,0.006108,-0.000250
2012-02-25,0.000000,-0.002450,-0.000312
2012-02-26,0.000000,-0.001228,-0.000156
2012-02-27,0.000000,-0.001230,-0.000156
2012-02-28,0.000000,0.004179,-0.000750
2012-02-29,0.000000,-0.009010,0.001288
2012-03-01,0.000000,0.002156,0.003211
2012-03-02,0.000000,-0.008577,0.000062
2012-03-03,0.000000,0.001057,0.000467
2012-03-04,0.000000,0.000528,0.000233
2012-03-05,0.000000,0.000527,0.000233
2012-03-06,0.000000,-0.007748,-0.000037
2012-03-07,0.000000,0.001328,-0.001704
2012-03-08,0.000000,0.009314,0.000000
2012-03-09,0.000000,-0.011754,0.000000
2012-03-10,0.000000,0.001358,0.000062
2012-03-11,0.000000,0.000678,0.000031
2012-03-12,0.000000,0.000678,0.000031
